When did the Ming dynasty dissolve?,['http://dbpedia.org/ontology/dissolutionDate'],['http://dbpedia.org/resource/Ming_dynasty'],['http://dbpedia.org/property/dissolve'],0,0,['http://dbpedia.org/resource/Ming_dynasty'],1,1
List all episodes of the first season of the HBO television series The Sopranos!,"['http://dbpedia.org/ontology/series', 'http://dbpedia.org/ontology/seasonNumber']",['http://dbpedia.org/resource/The_Sopranos'],"['http://dbpedia.org/ontology/episodeNumber', 'http://dbpedia.org/ontology/seasonNumber']",0.5,0.5,['http://dbpedia.org/resource/The_Sopranos'],1,1
"What is the total population of Melbourne, Florida?",['http://dbpedia.org/ontology/populationTotal'],"['http://dbpedia.org/resource/Melbourne,_Florida']",['http://dbpedia.org/ontology/populationTotal'],1,1,"['http://dbpedia.org/resource/Melbourne,_Florida']",1,1
Did Arnold Schwarzenegger attend a university?,['http://dbpedia.org/ontology/almaMater'],['http://dbpedia.org/resource/Arnold_Schwarzenegger'],"['http://dbpedia.org/ontology/show', 'http://dbpedia.org/ontology/university']",0,0,['http://dbpedia.org/resource/Arnold_Schwarzenegger'],1,1
What country is Mount Everest in?,['http://dbpedia.org/ontology/locatedInArea'],['http://dbpedia.org/resource/Mount_Everest'],['http://dbpedia.org/ontology/country'],0,0,['http://dbpedia.org/resource/Mount_Everest'],1,1
What is the largest city in Australia?,['http://dbpedia.org/ontology/largestCity'],['http://dbpedia.org/resource/Australia'],['http://dbpedia.org/ontology/largestCity'],1,1,['http://dbpedia.org/resource/Australia'],1,1
Give me all launch pads operated by NASA.,['http://dbpedia.org/ontology/operator'],['http://dbpedia.org/resource/NASA'],"['http://dbpedia.org/ontology/institution', 'http://dbpedia.org/ontology/operator']",0.5,1,['http://dbpedia.org/resource/NASA'],1,1
Who is the mayor of Tel Aviv?,['http://dbpedia.org/ontology/leaderName'],['http://dbpedia.org/resource/Tel_Aviv'],['http://dbpedia.org/ontology/mayor'],0,0,['http://dbpedia.org/resource/Tel_Aviv'],1,1
List all episodes of the first season of the HBO television series The Sopranos.,"['http://dbpedia.org/ontology/series', 'http://dbpedia.org/ontology/seasonNumber']",['http://dbpedia.org/resource/The_Sopranos'],"['http://dbpedia.org/ontology/episodeNumber', 'http://dbpedia.org/ontology/seasonNumber']",0.5,0.5,"['http://dbpedia.org/resource/HBO', 'http://dbpedia.org/resource/The_Sopranos_(episode)']",0,0
Who created Batman?,['http://dbpedia.org/ontology/creator'],['http://dbpedia.org/resource/Batman'],['http://dbpedia.org/ontology/creator'],1,1,['http://dbpedia.org/resource/Batman'],1,1
Who played Gus Fring in Breaking Bad?,['http://dbpedia.org/ontology/portrayer'],['http://dbpedia.org/resource/Gus_Fring'],['http://dbpedia.org/ontology/portrayer'],1,1,['http://dbpedia.org/resource/Gus_Fring'],1,1
In which programming language is GIMP written?,['http://dbpedia.org/ontology/programmingLanguage'],['http://dbpedia.org/resource/GIMP'],"['http://dbpedia.org/ontology/programmingLanguage', 'http://dbpedia.org/ontology/writer']",0.5,1,['http://dbpedia.org/resource/GIMP'],1,1
In which ancient empire could you pay with cocoa beans?,['http://dbpedia.org/ontology/currency'],['http://dbpedia.org/resource/Cocoa_bean'],"['http://dbpedia.org/ontology/country', 'http://dbpedia.org/ontology/currency']",0.5,1,['http://dbpedia.org/resource/Cocoa_bean'],1,1
Who is the editor of Forbes?,['http://dbpedia.org/ontology/editor'],['http://dbpedia.org/resource/Forbes'],['http://dbpedia.org/ontology/editor'],1,1,['http://dbpedia.org/resource/Forbes'],1,1
How many people live in the capital of Australia?,"['http://dbpedia.org/ontology/capital', 'http://dbpedia.org/ontology/populationTotal']",['http://dbpedia.org/resource/Australia'],"['http://dbpedia.org/ontology/populationTotal', 'http://dbpedia.org/ontology/capital']",1,1,['http://dbpedia.org/resource/Australia'],1,1
Which professional surfers were born in Australia?,"['http://dbpedia.org/ontology/occupation', 'http://dbpedia.org/ontology/birthPlace']","['http://dbpedia.org/resource/Surfing', 'http://dbpedia.org/resource/Australia']","['http://dbpedia.org/ontology/specialist', 'http://dbpedia.org/ontology/birthPlace']",0.5,0.5,['http://dbpedia.org/resource/Australia'],1,0.5
Which electronics companies were founded in Beijing?,"['http://dbpedia.org/ontology/industry', 'http://dbpedia.org/ontology/foundationPlace']","['http://dbpedia.org/resource/Electronics', 'http://dbpedia.org/resource/Beijing']",['http://dbpedia.org/property/founder'],0,0,"['http://dbpedia.org/resource/Novak_Electronics', 'http://dbpedia.org/resource/Beijing']",0.5,0.5
Give me all video games published by Mean Hamster Software.,['http://dbpedia.org/ontology/publisher'],['http://dbpedia.org/resource/Mean_Hamster_Software'],"['http://dbpedia.org/ontology/film', 'http://dbpedia.org/ontology/publisher']",0.5,1,['http://dbpedia.org/resource/Mean_Hamster_Software'],1,1
How many Aldi stores are there?,['http://dbpedia.org/ontology/numberOfLocations'],['http://dbpedia.org/resource/Aldi'],[],0,0,['http://dbpedia.org/resource/Aldi'],1,1
What is the capital of Cameroon?,['http://dbpedia.org/ontology/capital'],['http://dbpedia.org/resource/Cameroon'],['http://dbpedia.org/ontology/capital'],1,1,['http://dbpedia.org/resource/Cameroon'],1,1
Is there a video game called Battle Chess?,[],[],"['http://dbpedia.org/property/release', 'http://dbpedia.org/ontology/alias']",0,0,['http://dbpedia.org/resource/Battle_Chess'],0,0
Was the wife of president Lincoln called Mary?,['http://dbpedia.org/ontology/spouse'],['http://dbpedia.org/resource/Abraham_Lincoln'],"['http://dbpedia.org/property/spouse', 'http://dbpedia.org/property/nickname']",0.5,1,['http://dbpedia.org/resource/Abraham_Lincoln'],1,1
Give me all movies directed by Francis Ford Coppola.,['http://dbpedia.org/ontology/director'],['http://dbpedia.org/resource/Francis_Ford_Coppola'],"['http://dbpedia.org/ontology/film', 'http://dbpedia.org/ontology/president']",0,0,['http://dbpedia.org/resource/Francis_Ford_Coppola'],1,1
Which of Tim Burton's films had the highest budget?,"['http://dbpedia.org/ontology/director', 'http://dbpedia.org/ontology/budget']",['http://dbpedia.org/resource/Tim_Burton'],"['http://dbpedia.org/ontology/numberOfFilms', 'http://dbpedia.org/ontology/elevation']",0,0,['http://dbpedia.org/resource/Tim_Burton'],1,1
Does Breaking Bad have more episodes than Game of Thrones?,"['http://dbpedia.org/ontology/numberOfEpisodes', 'http://dbpedia.org/ontology/numberOfEpisodes']","['http://dbpedia.org/resource/Breaking_Bad', 'http://dbpedia.org/resource/Game_of_Thrones']",['http://dbpedia.org/ontology/episodeNumber'],0,0,"['http://dbpedia.org/resource/Breaking_Bad', 'http://dbpedia.org/resource/Game_of_Thrones']",1,1
Who was called Rodzilla?,['http://dbpedia.org/property/nickname'],[],['http://dbpedia.org/ontology/alias'],0,0,['http://dbpedia.org/resource/Rodzilla'],0,0
Was Natalie Portman born in the United States?,"['http://dbpedia.org/ontology/birthPlace', 'http://dbpedia.org/ontology/country']","['http://dbpedia.org/resource/Natalie_Portman', 'http://dbpedia.org/resource/United_States']",['http://dbpedia.org/ontology/birthPlace'],1,0.5,"['http://dbpedia.org/resource/Natalie_Portman', 'http://dbpedia.org/resource/United_States']",1,1
Give me the grandchildren of Elvis Presley.,"['http://dbpedia.org/ontology/child', 'http://dbpedia.org/ontology/child']",['http://dbpedia.org/resource/Elvis_Presley'],['http://dbpedia.org/ontology/child'],1,0.5,['http://dbpedia.org/resource/Elvis_Presley'],1,1
Which movies starring Mickey Rourke were directed by Guy Ritchie?,"['http://dbpedia.org/ontology/starring', 'http://dbpedia.org/ontology/director']","['http://dbpedia.org/resource/Mickey_Rourke', 'http://dbpedia.org/resource/Guy_Ritchie']","['http://dbpedia.org/ontology/film', 'http://dbpedia.org/ontology/starring', 'http://dbpedia.org/ontology/president']",0.333333333,0.5,"['http://dbpedia.org/resource/Mickey_Rourke', 'http://dbpedia.org/resource/Guy_Ritchie']",1,1
When did Dracula's creator die?,"['http://dbpedia.org/ontology/creator', 'http://dbpedia.org/ontology/deathDate']",['http://dbpedia.org/resource/Count_Dracula'],"['http://dbpedia.org/property/producer', 'http://dbpedia.org/ontology/deathDate']",0.5,0.5,['http://dbpedia.org/resource/Count_Dracula'],1,1
Which country does the creator of Miffy come from?,"['http://dbpedia.org/ontology/creator', 'http://dbpedia.org/ontology/nationality']",['http://dbpedia.org/resource/Miffy'],"['http://dbpedia.org/ontology/country', 'http://dbpedia.org/ontology/creator']",0.5,0.5,['http://dbpedia.org/resource/Miffy'],1,1
What is Batman's real name?,['http://dbpedia.org/property/alterEgo'],['http://dbpedia.org/resource/Batman'],[],0,0,"['http://dbpedia.org/resource/Batman', 'http://dbpedia.org/resource/Real-name_system']",0.5,1
What form of government does Russia have?,['http://dbpedia.org/ontology/governmentType'],['http://dbpedia.org/resource/Russia'],"['http://dbpedia.org/ontology/type', 'http://dbpedia.org/ontology/governmentType']",0.5,1,['http://dbpedia.org/resource/Russia'],1,1
How many companies were founded by the founder of Facebook?,"['http://dbpedia.org/ontology/foundedBy', 'http://dbpedia.org/ontology/foundedBy']",['http://dbpedia.org/resource/Facebook'],"['http://dbpedia.org/ontology/foundingYear', 'http://dbpedia.org/ontology/founder']",0,0,"['http://dbpedia.org/resource/Companies_listed_on_the_New_York_Stock_Exchange_(J)', 'http://dbpedia.org/resource/Facebook']",0.5,1
Give me all Canadian Grunge record labels.,"['http://dbpedia.org/ontology/genre', 'http://dbpedia.org/ontology/country']","['http://dbpedia.org/resource/Grunge', 'http://dbpedia.org/resource/Canada']",['http://dbpedia.org/ontology/country'],1,0.5,"['http://dbpedia.org/resource/Canada', 'http://dbpedia.org/resource/Canadian_independent_record_labels']",0.5,0.5
How many children did Benjamin Franklin have?,['http://dbpedia.org/ontology/child'],['http://dbpedia.org/resource/Benjamin_Franklin'],['http://dbpedia.org/property/children'],1,1,['http://dbpedia.org/resource/Benjamin_Franklin'],1,1
List the children of Margaret Thatcher.,['http://dbpedia.org/ontology/child'],['http://dbpedia.org/resource/Margaret_Thatcher'],['http://dbpedia.org/ontology/child'],1,1,['http://dbpedia.org/resource/Margaret_Thatcher'],1,1
From which region is the Melon de Bourgogne?,['http://dbpedia.org/ontology/wineRegion'],['http://dbpedia.org/resource/Melon_de_Bourgogne'],['http://dbpedia.org/ontology/region'],0,0,['http://dbpedia.org/resource/Melon_de_Bourgogne'],1,1
Who is the oldest child of Meryl Streep?,"['http://dbpedia.org/ontology/child', 'http://dbpedia.org/ontology/birthDate']",['http://dbpedia.org/resource/Meryl_Streep'],['http://dbpedia.org/ontology/child'],1,0.5,['http://dbpedia.org/resource/Meryl_Streep'],1,1
Are tree frogs a type of amphibian?,['http://dbpedia.org/ontology/class'],"['http://dbpedia.org/resource/Hylidae', 'http://dbpedia.org/resource/Amphibian']","['http://dbpedia.org/ontology/family', 'http://dbpedia.org/ontology/type']",0,0,['http://dbpedia.org/resource/Amphibian'],1,0.5
Is Christian Bale starring in Velvet Goldmine?,['http://dbpedia.org/ontology/starring'],"['http://dbpedia.org/resource/Velvet_Goldmine', 'http://dbpedia.org/resource/Christian_Bale']",['http://dbpedia.org/ontology/starring'],1,1,"['http://dbpedia.org/resource/Christian_Bale', 'http://dbpedia.org/resource/Velvet_Goldmine']",1,1
List all games by GMT.,['http://dbpedia.org/ontology/publisher'],['http://dbpedia.org/resource/GMT_Games'],['http://dbpedia.org/ontology/games'],0,0,['http://dbpedia.org/resource/Generic_Mapping_Tools'],0,0
Does the Isar flow into a lake?,['http://dbpedia.org/ontology/inflow'],['http://dbpedia.org/resource/Isar'],['http://dbpedia.org/ontology/lake'],0,0,['http://dbpedia.org/resource/Isar'],1,1
